fecha,region,canal,categoria,producto,vendedor,unidades,precio_unitario,descuento,total_venta,satisfaccion
2025-12-23,Valle del Cauca,Marketplace,Cuidado,Shampoo sólido,L. Gómez,11,25500.0,0.0,280500.0,3.1
2025-11-30,Santander,Marketplace,Cuidado,Jabón artesanal,S. Vargas,22,28500.0,0.1,564300.0,
2025-09-12,Bogotá,Marketplace,Café,Café molido 500g,L. Gómez,12,35300.0,0.0,423600.0,4.4
2026-07-22,Eje Cafetero,E-commerce,Café,Café en grano 1kg,C. Ramírez,17,31400.0,0.0,533800.0,4.7
2025-10-17,Eje Cafetero,Tienda física,Snacks,Mix de frutos secos,C. Ramírez,14,9500.0,0.0,133000.0,4.4
2026-01-18,Valle del Cauca,Tienda física,Bebidas,Té frío 500ml,J. Peña,11,7500.0,0.1,74250.0,3.6
2026-01-22,Valle del Cauca,E-commerce,Snacks,Barra de cereal,J. Peña,17,10400.0,0.05,167960.0,4.6
2025-10-23,Bogotá,Marketplace,Cuidado,Jabón artesanal,D. Mejía,24,22900.0,0.15,467160.0,4.6
2026-02-07,Antioquia,Marketplace,Bebidas,Agua saborizada,M. Torres,16,6400.0,0.0,102400.0,5.0
2026-01-11,Bogotá,Distribuidor,Cuidado,Crema corporal,S. Vargas,19,26100.0,0.0,495900.0,4.5
2026-01-27,Antioquia,Marketplace,Cuidado,Jabón artesanal,L. Gómez,14,19100.0,0.0,267400.0,4.1
2026-07-20,Santander,E-commerce,Cuidado,Crema corporal,D. Mejía,9,20800.0,0.15,159120.0,3.6
2026-07-28,Valle del Cauca,Marketplace,Café,Café en grano 1kg,A. Rojas,21,30500.0,0.0,640500.0,2.9
2026-05-26,Eje Cafetero,Marketplace,Snacks,Barra de cereal,L. Gómez,8,9700.0,0.05,73720.0,4.2
2025-11-14,Antioquia,Marketplace,Snacks,Chips de plátano,L. Gómez,1,13300.0,0.05,12635.0,5.0
2026-06-23,Antioquia,E-commerce,Snacks,Chips de plátano,A. Rojas,18,10800.0,0.05,184680.0,4.1
2026-05-22,Santander,E-commerce,Bebidas,Jugo natural 1L,S. Vargas,5,7300.0,0.15,31025.0,5.0
2025-12-28,Valle del Cauca,Tienda física,Snacks,Mix de frutos secos,M. Torres,22,12500.0,0.15,233750.0,4.6
2026-07-12,Atlántico,Marketplace,Cuidado,Crema corporal,J. Peña,1,18300.0,0.05,17385.0,3.6
2026-01-29,Antioquia,Tienda física,Snacks,Barra de cereal,D. Mejía,19,8500.0,0.0,161500.0,4.5
2026-04-24,Atlántico,Marketplace,Bebidas,Té frío 500ml,S. Vargas,16,6100.0,0.1,87840.0,3.9
2026-06-30,Valle del Cauca,Distribuidor,Snacks,Mix de frutos secos,C. Ramírez,2,8500.0,0.1,15300.0,3.5
2025-12-19,Antioquia,Marketplace,Bebidas,Agua saborizada,A. Rojas,17,8100.0,0.15,117045.0,3.7
2026-05-14,Santander,Marketplace,Cuidado,Jabón artesanal,J. Peña,22,20000.0,0.05,418000.0,4.8
2026-03-04,Santander,E-commerce,Snacks,Mix de frutos secos,L. Gómez,6,11000.0,0.0,66000.0,4.7
2026-01-13,Bogotá,Tienda física,Snacks,Barra de cereal,J. Peña,18,12400.0,0.0,223200.0,3.5
2026-07-24,Valle del Cauca,Tienda física,Snacks,Barra de cereal,A. Rojas,7,8900.0,0.15,52955.0,3.1
2025-08-29,Atlántico,Tienda física,Cuidado,Shampoo sólido,J. Peña,21,17700.0,0.0,371700.0,4.3
2025-09-09,Eje Cafetero,Tienda física,Bebidas,Té frío 500ml,D. Mejía,17,5900.0,0.0,100300.0,3.6
2025-08-24,Valle del Cauca,Marketplace,Cuidado,Shampoo sólido,L. Gómez,20,21800.0,0.0,436000.0,4.0
2026-05-07,Valle del Cauca,Marketplace,Bebidas,Jugo natural 1L,M. Torres,24,6000.0,0.15,122400.0,4.2
2025-11-27,Santander,E-commerce,Bebidas,Té frío 500ml,S. Vargas,3,9000.0,0.05,25650.0,3.2
2026-07-03,Antioquia,Distribuidor,Snacks,Barra de cereal,L. Gómez,29,10000.0,0.0,290000.0,4.8
2025-11-18,Atlántico,Tienda física,Cuidado,Shampoo sólido,M. Torres,6,28100.0,0.1,151740.0,4.5
2026-07-29,Atlántico,Tienda física,Bebidas,Agua saborizada,L. Gómez,17,6500.0,0.15,93925.0,4.4
2025-12-19,Valle del Cauca,Tienda física,Cuidado,Crema corporal,M. Torres,23,29300.0,0.15,572815.0,3.9
2026-02-08,Bogotá,Tienda física,Café,Cápsulas x20,L. Gómez,1,39900.0,0.05,37905.0,5.0
2025-09-28,Santander,Tienda física,Bebidas,Té frío 500ml,C. Ramírez,3,6600.0,0.15,16830.0,4.6
2025-12-14,Bogotá,Tienda física,Cuidado,Shampoo sólido,D. Mejía,14,35400.0,0.0,495600.0,3.1
2026-06-10,Antioquia,Tienda física,Café,Cápsulas x20,S. Vargas,18,25700.0,0.0,462600.0,
2025-11-27,Antioquia,E-commerce,Café,Café molido 500g,C. Ramírez,20,41000.0,0.1,738000.0,
2025-12-14,Bogotá,Tienda física,Bebidas,Té frío 500ml,M. Torres,13,10300.0,0.05,127205.0,5.0
2025-10-29,Santander,Distribuidor,Café,Cápsulas x20,S. Vargas,2,31900.0,0.0,63800.0,4.6
2026-07-19,Santander,Tienda física,Cuidado,Jabón artesanal,C. Ramírez,2,21400.0,0.05,40660.0,3.9
2025-10-13,Valle del Cauca,Tienda física,Cuidado,Jabón artesanal,J. Peña,18,17800.0,0.0,320400.0,3.3
2026-07-09,Bogotá,Marketplace,Snacks,Chips de plátano,J. Peña,14,11600.0,0.15,138040.0,3.4
2025-10-19,Valle del Cauca,Tienda física,Cuidado,Shampoo sólido,A. Rojas,9,20400.0,0.0,183600.0,2.9
2026-02-09,Valle del Cauca,Distribuidor,Cuidado,Jabón artesanal,A. Rojas,9,21600.0,0.05,184680.0,
2026-03-24,Atlántico,E-commerce,Café,Cápsulas x20,D. Mejía,15,28200.0,0.1,380700.0,3.0
2026-02-18,Eje Cafetero,Marketplace,Cuidado,Jabón artesanal,A. Rojas,16,17200.0,0.05,261440.0,
2026-01-31,Bogotá,Distribuidor,Bebidas,Té frío 500ml,S. Vargas,10,8900.0,0.0,89000.0,4.8
2025-12-27,Eje Cafetero,Tienda física,Snacks,Chips de plátano,C. Ramírez,4,11900.0,0.15,40460.0,3.5
2026-06-20,Atlántico,Marketplace,Bebidas,Jugo natural 1L,L. Gómez,19,7300.0,0.15,117895.0,4.1
2026-01-06,Santander,Tienda física,Snacks,Chips de plátano,S. Vargas,11,10200.0,0.0,112200.0,3.7
2025-10-23,Atlántico,Tienda física,Bebidas,Té frío 500ml,A. Rojas,19,7100.0,0.05,128155.0,4.0
2026-07-22,Bogotá,Tienda física,Café,Cápsulas x20,M. Torres,1,37800.0,0.0,37800.0,4.5
2026-03-28,Antioquia,Distribuidor,Café,Café molido 500g,S. Vargas,1,31800.0,0.15,27030.0,3.0
2026-02-13,Antioquia,Distribuidor,Cuidado,Shampoo sólido,L. Gómez,16,17500.0,0.15,238000.0,4.9
2026-05-15,Bogotá,Distribuidor,Cuidado,Shampoo sólido,M. Torres,13,26900.0,0.0,349700.0,4.2
2026-07-02,Eje Cafetero,Marketplace,Snacks,Mix de frutos secos,A. Rojas,9,9500.0,0.0,85500.0,3.8
2026-06-19,Atlántico,Tienda física,Snacks,Barra de cereal,C. Ramírez,6,10100.0,0.0,60600.0,4.2
2026-03-27,Atlántico,Marketplace,Bebidas,Jugo natural 1L,D. Mejía,9,5900.0,0.0,53100.0,3.7
2026-01-18,Antioquia,Tienda física,Snacks,Barra de cereal,A. Rojas,13,10300.0,0.1,120510.0,3.2
2026-01-18,Antioquia,Marketplace,Café,Cápsulas x20,A. Rojas,20,26100.0,0.0,522000.0,2.9
2025-12-26,Santander,Distribuidor,Cuidado,Jabón artesanal,J. Peña,18,25500.0,0.15,390150.0,4.5
2026-07-28,Atlántico,Distribuidor,Café,Café molido 500g,A. Rojas,18,26400.0,0.0,475200.0,4.8
2026-08-03,Eje Cafetero,Marketplace,Café,Café en grano 1kg,L. Gómez,25,32100.0,0.1,722250.0,3.5
2026-05-30,Antioquia,E-commerce,Cuidado,Crema corporal,M. Torres,24,22700.0,0.0,544800.0,4.4
2025-10-22,Valle del Cauca,Tienda física,Bebidas,Agua saborizada,J. Peña,28,7100.0,0.0,198800.0,3.8
2026-06-03,Antioquia,E-commerce,Bebidas,Jugo natural 1L,D. Mejía,11,6800.0,0.1,67320.0,3.1
2025-11-02,Bogotá,Tienda física,Snacks,Barra de cereal,D. Mejía,18,15500.0,0.15,237150.0,4.3
2026-07-23,Valle del Cauca,Tienda física,Café,Café en grano 1kg,D. Mejía,1,30600.0,0.1,27540.0,3.6
2025-10-01,Valle del Cauca,Marketplace,Snacks,Barra de cereal,L. Gómez,23,10300.0,0.0,236900.0,3.6
2026-04-13,Valle del Cauca,Distribuidor,Cuidado,Crema corporal,S. Vargas,4,17600.0,0.1,63360.0,3.0
2025-08-12,Atlántico,Marketplace,Cuidado,Shampoo sólido,C. Ramírez,21,17600.0,0.1,332640.0,4.9
2026-01-26,Antioquia,Tienda física,Bebidas,Té frío 500ml,D. Mejía,12,6500.0,0.0,78000.0,2.8
2026-03-14,Bogotá,E-commerce,Snacks,Chips de plátano,L. Gómez,19,13900.0,0.0,264100.0,3.7
2026-03-08,Eje Cafetero,Distribuidor,Snacks,Barra de cereal,M. Torres,14,9100.0,0.15,108290.0,4.5
2025-12-19,Antioquia,Distribuidor,Snacks,Mix de frutos secos,A. Rojas,15,13500.0,0.05,192375.0,2.9
2025-10-07,Antioquia,Tienda física,Snacks,Chips de plátano,C. Ramírez,12,8700.0,0.0,104400.0,4.6
2026-05-13,Eje Cafetero,E-commerce,Snacks,Barra de cereal,C. Ramírez,18,9100.0,0.0,163800.0,4.7
2026-06-09,Atlántico,Distribuidor,Bebidas,Jugo natural 1L,A. Rojas,9,6800.0,0.15,52020.0,
2026-01-09,Valle del Cauca,Marketplace,Snacks,Barra de cereal,J. Peña,6,10000.0,0.15,51000.0,3.8
2025-09-12,Antioquia,Marketplace,Bebidas,Jugo natural 1L,L. Gómez,13,6300.0,0.15,69615.0,4.4
2026-03-13,Bogotá,Distribuidor,Cuidado,Shampoo sólido,L. Gómez,15,25600.0,0.05,364800.0,3.8
2025-08-22,Eje Cafetero,Marketplace,Snacks,Mix de frutos secos,A. Rojas,8,9100.0,0.1,65520.0,5.0
2025-08-08,Santander,Marketplace,Bebidas,Jugo natural 1L,J. Peña,27,6100.0,0.1,148230.0,
2026-04-02,Antioquia,Marketplace,Bebidas,Jugo natural 1L,D. Mejía,18,6900.0,0.15,105570.0,3.0
2026-03-11,Bogotá,Distribuidor,Café,Café molido 500g,C. Ramírez,25,39400.0,0.0,985000.0,3.0
2025-09-23,Valle del Cauca,Tienda física,Bebidas,Agua saborizada,D. Mejía,14,6600.0,0.15,78540.0,
2025-12-21,Valle del Cauca,E-commerce,Café,Café molido 500g,C. Ramírez,17,41500.0,0.15,599675.0,2.9
2026-07-04,Eje Cafetero,Tienda física,Snacks,Chips de plátano,D. Mejía,7,8600.0,0.15,51170.0,3.5
2025-08-28,Eje Cafetero,Marketplace,Bebidas,Jugo natural 1L,D. Mejía,9,7400.0,0.15,56610.0,5.0
2026-01-25,Santander,Distribuidor,Snacks,Barra de cereal,J. Peña,18,9300.0,0.15,142290.0,
2026-07-09,Santander,Marketplace,Snacks,Barra de cereal,A. Rojas,12,8900.0,0.0,106800.0,3.6
2025-11-17,Antioquia,E-commerce,Café,Cápsulas x20,M. Torres,29,43300.0,0.1,1130130.0,3.1
2026-07-03,Atlántico,E-commerce,Café,Café en grano 1kg,C. Ramírez,7,35400.0,0.15,210630.0,4.6
2026-07-29,Valle del Cauca,Tienda física,Café,Café en grano 1kg,S. Vargas,12,31500.0,0.15,321300.0,3.8
2026-04-20,Valle del Cauca,E-commerce,Bebidas,Té frío 500ml,C. Ramírez,18,7300.0,0.0,131400.0,3.8
2025-12-13,Santander,Distribuidor,Cuidado,Shampoo sólido,L. Gómez,5,25000.0,0.15,106250.0,3.7
2025-10-04,Atlántico,Marketplace,Snacks,Mix de frutos secos,S. Vargas,6,8200.0,0.0,49200.0,2.8
2025-08-31,Eje Cafetero,Marketplace,Cuidado,Crema corporal,M. Torres,15,17400.0,0.1,234900.0,4.4
2026-01-06,Bogotá,Distribuidor,Snacks,Barra de cereal,S. Vargas,13,10800.0,0.0,140400.0,4.6
2025-12-25,Bogotá,Tienda física,Cuidado,Jabón artesanal,A. Rojas,6,35700.0,0.15,182070.0,3.9
2025-09-30,Bogotá,Distribuidor,Café,Cápsulas x20,C. Ramírez,8,36700.0,0.15,249560.0,4.6
2026-07-07,Antioquia,Marketplace,Café,Café molido 500g,M. Torres,24,28100.0,0.05,640680.0,4.6
2026-03-31,Antioquia,Tienda física,Cuidado,Crema corporal,A. Rojas,16,21300.0,0.0,340800.0,3.4
2026-06-25,Bogotá,Distribuidor,Café,Cápsulas x20,D. Mejía,10,39100.0,0.0,391000.0,4.4
2026-02-16,Bogotá,E-commerce,Snacks,Chips de plátano,C. Ramírez,1,12500.0,0.05,11875.0,4.4
2025-10-23,Eje Cafetero,E-commerce,Bebidas,Jugo natural 1L,D. Mejía,23,6700.0,0.0,154100.0,4.1
2025-12-08,Bogotá,E-commerce,Snacks,Barra de cereal,M. Torres,10,18200.0,0.0,182000.0,3.3
2025-10-08,Eje Cafetero,Distribuidor,Café,Café molido 500g,D. Mejía,3,29000.0,0.0,87000.0,3.6
2026-04-23,Santander,Tienda física,Snacks,Barra de cereal,A. Rojas,2,9800.0,0.15,16660.0,3.0
2026-01-30,Antioquia,Distribuidor,Cuidado,Jabón artesanal,A. Rojas,17,21800.0,0.05,352070.0,3.1
2026-04-16,Atlántico,Distribuidor,Snacks,Barra de cereal,L. Gómez,13,8600.0,0.0,111800.0,4.6
2025-12-04,Valle del Cauca,Marketplace,Bebidas,Agua saborizada,J. Peña,32,8700.0,0.0,278400.0,4.6
2026-02-13,Atlántico,Tienda física,Bebidas,Té frío 500ml,M. Torres,9,7400.0,0.1,59940.0,4.3
2025-12-18,Bogotá,Marketplace,Cuidado,Jabón artesanal,J. Peña,6,32200.0,0.0,193200.0,4.8
2026-05-09,Bogotá,Marketplace,Cuidado,Shampoo sólido,L. Gómez,13,24400.0,0.1,285480.0,4.5
2025-10-13,Bogotá,Distribuidor,Bebidas,Jugo natural 1L,S. Vargas,18,8400.0,0.0,151200.0,4.4
2025-10-14,Valle del Cauca,Marketplace,Bebidas,Jugo natural 1L,M. Torres,12,7000.0,0.05,79800.0,3.1
2026-02-09,Eje Cafetero,Tienda física,Cuidado,Crema corporal,A. Rojas,4,19300.0,0.05,73340.0,4.9
2025-11-16,Santander,E-commerce,Café,Café molido 500g,A. Rojas,6,45000.0,0.05,256500.0,3.7
2026-01-16,Atlántico,Distribuidor,Snacks,Barra de cereal,D. Mejía,10,9300.0,0.0,93000.0,
2026-06-24,Valle del Cauca,Distribuidor,Café,Cápsulas x20,L. Gómez,13,29300.0,0.05,361855.0,4.9
2026-05-24,Santander,E-commerce,Café,Cápsulas x20,J. Peña,5,33600.0,0.0,168000.0,4.2
2025-12-29,Santander,Tienda física,Bebidas,Agua saborizada,J. Peña,19,9200.0,0.0,174800.0,4.6
2025-11-08,Bogotá,E-commerce,Snacks,Barra de cereal,J. Peña,14,16000.0,0.15,190400.0,3.7
2026-01-05,Santander,E-commerce,Bebidas,Agua saborizada,D. Mejía,19,7600.0,0.0,144400.0,4.3
2025-10-17,Santander,E-commerce,Café,Cápsulas x20,,21,34800.0,0.15,621180.0,3.3
2025-11-22,Eje Cafetero,E-commerce,Cuidado,Jabón artesanal,M. Torres,11,27700.0,0.0,304700.0,5.0
2026-01-30,Santander,E-commerce,Cuidado,Jabón artesanal,M. Torres,1,19800.0,0.05,18810.0,3.4
2025-08-21,Santander,E-commerce,Café,Café en grano 1kg,L. Gómez,4,29700.0,0.05,112860.0,3.3
2025-08-15,Valle del Cauca,Distribuidor,Café,Café en grano 1kg,J. Peña,20,31900.0,0.05,606100.0,3.7
2025-11-28,Atlántico,Distribuidor,Snacks,Mix de frutos secos,M. Torres,20,11600.0,0.0,232000.0,3.1
2026-07-06,Eje Cafetero,Tienda física,Bebidas,Té frío 500ml,L. Gómez,1,6200.0,0.1,5580.0,3.7
2025-10-17,Eje Cafetero,E-commerce,Snacks,Mix de frutos secos,A. Rojas,14,10000.0,0.0,140000.0,3.1
2026-07-29,Bogotá,Tienda física,Cuidado,Crema corporal,L. Gómez,6,23600.0,0.0,141600.0,3.2
2026-03-08,Antioquia,Tienda física,Cuidado,Shampoo sólido,D. Mejía,16,18200.0,0.0,291200.0,4.0
2025-10-10,Eje Cafetero,Marketplace,Café,Café molido 500g,J. Peña,11,28200.0,0.05,294690.0,3.0
2025-12-19,Valle del Cauca,Tienda física,Snacks,Barra de cereal,M. Torres,21,11400.0,0.05,227430.0,4.6
2026-01-13,Santander,Tienda física,Bebidas,Té frío 500ml,A. Rojas,1,6700.0,0.15,5695.0,3.0
2026-03-08,Valle del Cauca,E-commerce,Bebidas,Agua saborizada,L. Gómez,21,7000.0,0.0,147000.0,4.1
2026-01-05,Eje Cafetero,Marketplace,Café,Café molido 500g,S. Vargas,16,27100.0,0.0,433600.0,4.4
2025-09-15,Santander,E-commerce,Bebidas,Agua saborizada,A. Rojas,30,6500.0,0.15,165750.0,3.0
2025-08-29,Atlántico,E-commerce,Café,Café en grano 1kg,A. Rojas,9,33200.0,0.05,283860.0,4.8
2026-01-03,Atlántico,Tienda física,Bebidas,Agua saborizada,D. Mejía,20,6800.0,0.05,129200.0,3.4
2026-01-10,Santander,Marketplace,Cuidado,Jabón artesanal,A. Rojas,20,17600.0,0.05,334400.0,3.9
2026-02-01,Bogotá,Marketplace,Bebidas,Agua saborizada,C. Ramírez,8,9000.0,0.1,64800.0,3.7
2026-06-17,Antioquia,Distribuidor,Snacks,Chips de plátano,A. Rojas,9,8400.0,0.1,68040.0,4.5
2025-11-29,Atlántico,E-commerce,Cuidado,Jabón artesanal,D. Mejía,14,28100.0,0.0,393400.0,3.2
2025-08-30,Valle del Cauca,Marketplace,Bebidas,Agua saborizada,J. Peña,25,6800.0,0.0,170000.0,4.1
2026-06-04,Atlántico,Distribuidor,Bebidas,Jugo natural 1L,C. Ramírez,12,6600.0,0.15,67320.0,3.6
2025-10-06,Santander,Distribuidor,Café,Cápsulas x20,S. Vargas,14,30300.0,0.0,424200.0,4.4
2025-10-03,Valle del Cauca,Tienda física,Café,Café en grano 1kg,J. Peña,11,28500.0,0.0,313500.0,4.7
2026-04-03,Bogotá,Marketplace,Café,Café molido 500g,J. Peña,4,37800.0,0.0,151200.0,3.3
2026-06-06,Antioquia,E-commerce,Café,Café en grano 1kg,L. Gómez,21,33800.0,0.0,709800.0,3.5
2025-12-23,Valle del Cauca,Distribuidor,Snacks,Barra de cereal,A. Rojas,13,11700.0,0.0,152100.0,3.8
2026-01-17,Bogotá,Marketplace,Café,Cápsulas x20,A. Rojas,31,34000.0,0.05,1001300.0,
2026-01-03,Eje Cafetero,Tienda física,Bebidas,Jugo natural 1L,J. Peña,9,6400.0,0.0,57600.0,4.3
2026-05-26,Antioquia,Distribuidor,Cuidado,Crema corporal,M. Torres,1,20000.0,0.0,20000.0,4.0
2025-08-20,Valle del Cauca,Tienda física,Snacks,Barra de cereal,L. Gómez,10,9300.0,0.0,93000.0,4.6
2025-10-29,Valle del Cauca,Tienda física,Café,Café en grano 1kg,S. Vargas,7,30700.0,0.0,214900.0,3.3
2026-03-25,Valle del Cauca,Tienda física,Snacks,Barra de cereal,C. Ramírez,12,10300.0,0.15,105060.0,4.5
2025-11-23,Santander,Marketplace,Bebidas,Jugo natural 1L,D. Mejía,31,9100.0,0.0,282100.0,4.2
2026-02-07,Antioquia,Marketplace,Cuidado,Shampoo sólido,J. Peña,8,17400.0,0.05,132240.0,3.6
2026-04-28,Santander,Tienda física,Café,Café molido 500g,A. Rojas,16,27300.0,0.0,436800.0,3.7
2026-04-19,Santander,Marketplace,Cuidado,Jabón artesanal,S. Vargas,18,21000.0,0.1,340200.0,3.9
2026-02-02,Eje Cafetero,E-commerce,Café,Café molido 500g,L. Gómez,15,28000.0,0.1,378000.0,3.0
2025-10-04,Atlántico,Distribuidor,Snacks,Chips de plátano,D. Mejía,15,9500.0,0.05,135375.0,3.5
2026-06-21,Valle del Cauca,E-commerce,Café,Cápsulas x20,S. Vargas,13,29400.0,0.0,382200.0,5.0
2025-10-06,Atlántico,Tienda física,Bebidas,Agua saborizada,L. Gómez,7,7200.0,0.0,50400.0,3.5
2026-07-29,Valle del Cauca,Tienda física,Snacks,Barra de cereal,A. Rojas,14,9300.0,0.1,117180.0,3.1
2025-10-27,Valle del Cauca,Distribuidor,Café,Café molido 500g,L. Gómez,20,31400.0,0.1,565200.0,
2025-09-12,Eje Cafetero,E-commerce,Snacks,Mix de frutos secos,D. Mejía,17,10900.0,0.1,166770.0,4.1
2025-12-31,Atlántico,Distribuidor,Bebidas,Té frío 500ml,L. Gómez,5,9500.0,0.15,40375.0,3.8
2026-01-27,Valle del Cauca,Marketplace,Café,Cápsulas x20,S. Vargas,8,25700.0,0.05,195320.0,3.6
2026-04-16,Valle del Cauca,Marketplace,Snacks,Barra de cereal,A. Rojas,7,9600.0,0.0,67200.0,
2026-01-05,Atlántico,Marketplace,Snacks,Chips de plátano,A. Rojas,15,9900.0,0.1,133650.0,3.0
2026-07-10,Bogotá,Tienda física,Snacks,Mix de frutos secos,S. Vargas,17,10600.0,0.0,180200.0,3.9
2025-08-17,Bogotá,E-commerce,Café,Cápsulas x20,A. Rojas,21,43500.0,0.15,776475.0,3.8
2025-12-17,Santander,Marketplace,Bebidas,Té frío 500ml,J. Peña,16,8600.0,0.0,137600.0,3.3
2026-03-10,Antioquia,Distribuidor,Café,Café en grano 1kg,S. Vargas,12,26600.0,0.1,287280.0,3.3
2026-03-01,Atlántico,Distribuidor,Bebidas,Jugo natural 1L,A. Rojas,14,5900.0,0.0,82600.0,3.6
2025-11-09,Santander,Tienda física,Café,Café molido 500g,M. Torres,16,40700.0,0.1,586080.0,3.6
2025-10-27,Eje Cafetero,Distribuidor,Bebidas,Agua saborizada,D. Mejía,18,6300.0,0.15,96390.0,4.9
2025-08-12,Eje Cafetero,Tienda física,Café,Café molido 500g,L. Gómez,20,28800.0,0.0,576000.0,3.6
2026-03-18,Eje Cafetero,Marketplace,Cuidado,Shampoo sólido,D. Mejía,11,17700.0,0.0,194700.0,4.7
2026-04-25,Antioquia,E-commerce,Bebidas,Agua saborizada,A. Rojas,13,6600.0,0.0,85800.0,4.6
2026-04-22,Eje Cafetero,Marketplace,Snacks,Chips de plátano,M. Torres,18,9200.0,0.1,149040.0,3.6
2026-01-30,Eje Cafetero,Distribuidor,Snacks,Barra de cereal,M. Torres,14,10100.0,0.0,141400.0,4.5
2025-11-14,Bogotá,Tienda física,Snacks,Barra de cereal,S. Vargas,19,14500.0,0.05,261725.0,4.1
2025-08-12,Eje Cafetero,Marketplace,Snacks,Barra de cereal,C. Ramírez,13,10100.0,0.0,131300.0,2.9
2026-03-09,Santander,E-commerce,Bebidas,Jugo natural 1L,J. Peña,18,7900.0,0.15,120870.0,4.6
2025-08-27,Santander,Tienda física,Snacks,Barra de cereal,J. Peña,23,9800.0,0.0,225400.0,3.3
2026-03-16,Eje Cafetero,Distribuidor,Bebidas,Agua saborizada,D. Mejía,2,6300.0,0.15,10710.0,3.2
2026-05-06,Santander,Distribuidor,Café,Café en grano 1kg,A. Rojas,24,28400.0,0.1,613440.0,4.7
2025-10-16,Santander,Tienda física,Bebidas,Agua saborizada,A. Rojas,13,7400.0,0.15,81770.0,3.9
2026-02-25,Eje Cafetero,Distribuidor,Snacks,Mix de frutos secos,L. Gómez,9,8200.0,0.0,73800.0,2.9
2025-10-24,Atlántico,Tienda física,Café,Cápsulas x20,J. Peña,17,27100.0,0.15,391595.0,4.5
2026-07-11,Antioquia,E-commerce,Cuidado,Shampoo sólido,L. Gómez,23,21700.0,0.1,449190.0,3.6
2025-10-03,Bogotá,Marketplace,Café,Café en grano 1kg,D. Mejía,24,32800.0,0.0,787200.0,4.7
2026-04-01,Atlántico,E-commerce,Snacks,Chips de plátano,L. Gómez,14,11000.0,0.15,130900.0,4.1
2026-04-01,Eje Cafetero,E-commerce,Snacks,Barra de cereal,A. Rojas,6,9700.0,0.0,58200.0,3.6
2026-03-26,Atlántico,Marketplace,Bebidas,Jugo natural 1L,M. Torres,9,6400.0,0.05,54720.0,3.3
2025-10-24,Antioquia,Tienda física,Cuidado,Crema corporal,M. Torres,7,21800.0,0.0,152600.0,4.0
2026-04-21,Eje Cafetero,Tienda física,Bebidas,Jugo natural 1L,L. Gómez,15,6500.0,0.0,97500.0,3.3
2026-06-21,Antioquia,Marketplace,Bebidas,Agua saborizada,L. Gómez,7,7300.0,0.0,51100.0,4.0
2026-07-17,Valle del Cauca,Marketplace,Bebidas,Agua saborizada,C. Ramírez,6,6800.0,0.0,40800.0,3.8
2026-01-04,Santander,Marketplace,Snacks,Mix de frutos secos,L. Gómez,14,9200.0,0.1,115920.0,4.5
2025-11-24,Eje Cafetero,Marketplace,Snacks,Mix de frutos secos,D. Mejía,8,11700.0,0.0,93600.0,3.5
2025-08-27,Santander,Marketplace,Bebidas,Jugo natural 1L,A. Rojas,20,6600.0,0.0,132000.0,
2026-05-06,Atlántico,Distribuidor,Bebidas,Jugo natural 1L,A. Rojas,10,6000.0,0.15,51000.0,3.2
2026-08-03,Santander,Tienda física,Bebidas,Té frío 500ml,A. Rojas,19,6000.0,0.0,114000.0,3.3
2026-06-10,Eje Cafetero,Tienda física,Snacks,Mix de frutos secos,J. Peña,8,8800.0,0.0,70400.0,
2025-12-24,Valle del Cauca,Marketplace,Snacks,Barra de cereal,D. Mejía,19,12900.0,0.0,245100.0,4.8
2026-06-15,Santander,Marketplace,Snacks,Chips de plátano,C. Ramírez,7,9500.0,0.0,66500.0,3.6
2026-07-30,Eje Cafetero,Tienda física,Snacks,Chips de plátano,J. Peña,25,10000.0,0.0,250000.0,3.5
2026-06-05,Bogotá,Tienda física,Café,Café molido 500g,L. Gómez,6,32100.0,0.15,163710.0,4.5
2025-11-29,Santander,Marketplace,Café,Café molido 500g,M. Torres,14,34200.0,0.0,478800.0,4.9
2025-12-26,Valle del Cauca,Marketplace,Snacks,Barra de cereal,S. Vargas,5,12300.0,0.0,61500.0,4.0
2026-07-11,Eje Cafetero,Marketplace,Café,Café en grano 1kg,A. Rojas,7,26200.0,0.0,183400.0,4.7
2025-11-10,Antioquia,Tienda física,Bebidas,Té frío 500ml,S. Vargas,14,9100.0,0.0,127400.0,3.4
2026-04-27,Antioquia,Marketplace,Bebidas,Jugo natural 1L,C. Ramírez,27,6000.0,0.1,145800.0,
2025-11-22,Valle del Cauca,E-commerce,Cuidado,Shampoo sólido,D. Mejía,13,31900.0,0.0,414700.0,3.1
2026-05-26,Santander,Marketplace,Café,Café en grano 1kg,A. Rojas,13,27700.0,0.0,360100.0,3.7
2025-09-04,Antioquia,Marketplace,Cuidado,Crema corporal,M. Torres,12,19500.0,0.0,234000.0,3.8
2025-08-09,Antioquia,Tienda física,Café,Café molido 500g,C. Ramírez,25,31400.0,0.15,667250.0,2.9
2025-11-20,Santander,Marketplace,Bebidas,Jugo natural 1L,J. Peña,11,9000.0,0.15,84150.0,4.5
2026-06-04,Atlántico,E-commerce,Snacks,Mix de frutos secos,C. Ramírez,12,10200.0,0.0,122400.0,4.5
2025-09-28,Valle del Cauca,E-commerce,Café,Café en grano 1kg,A. Rojas,12,34600.0,0.15,352920.0,4.4
